,Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus
10869,School of Neurological and Cardiovascular Sciences,BIME10027_SS1_SEM1_2024/5,E:EICDBOYEIQ,Lecture,210,30.0,Tuesday 09:30,1,17,0113_01_1.416,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10874,School of Neurological and Cardiovascular Sciences,BIME08013_SS1_SEM1_2024/5,E:J5NI71EOXF,Meeting,50,26.0,Monday 11:00,1,17,0450_03_3.32,Locally Allocated Space,General Teaching,Edinburgh Futures Institute (EFI),Central
10875,School of Neurological and Cardiovascular Sciences,MSBM10011_SS1_YR_2024/5,E:IR9P7HUC2Y-00001,Tutorial,120,15.0,Wednesday 09:00,1,17,0113_00_G.204,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10882,School of Neurological and Cardiovascular Sciences,BIME11151_SS1_YR_2024/5,E:TAQO249IQN-00007,Seminar,180,25.0,Thursday 10:00,1,17,0113_01M_01M.473,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10883,School of Neurological and Cardiovascular Sciences,MSBM08002_SS1_SEM1_2024/5,E:VA78AXWATO,Lecture,90,40.0,Tuesday 10:00,1,17,0113_01M_01M.469,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10889,School of Neurological and Cardiovascular Sciences,BIME08013_SS1_SEM1_2024/5,E:95KC5RQTMV,Meeting,50,26.0,Monday 11:00,1,17,0112_00_G.01,Centrally Allocated Space,General Teaching,Chrystal MacMillan Building,Central
10891,School of Neurological and Cardiovascular Sciences,BIME08013_SS1_SEM1_2024/5,E:4I4GJH8VRI,Meeting,50,26.0,Tuesday 14:00,1,17,0113_01_1.416,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10894,School of Neurological and Cardiovascular Sciences,BIME10011_SS1_SEM1_2024/5,E:DLHDKWAAGG-00003,Tutorial,60,12.0,Monday 11:30,1,17,0113_01M_01M.469,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10902,School of Neurological and Cardiovascular Sciences,MSBM10011_SS1_YR_2024/5,E:31RQCMJIB4-00001,Tutorial,120,15.0,Wednesday 09:00,1,17,0422_J_J.05,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10906,School of Neurological and Cardiovascular Sciences,BIME08013_SS1_SEM1_2024/5,E:AZFRFVUAX5,Meeting,50,26.0,Monday 15:00,1,17,0113_01M_01M.473,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10916,School of Neurological and Cardiovascular Sciences,BIME10035_SS1_SEM1_2024/5,E:NNL216WPEY,Seminar,170,28.0,Monday 14:00,1,17,0201_02_2.12,Centrally Allocated Space,General Teaching,Appleton Tower,Central
10918,School of Neurological and Cardiovascular Sciences,BIME08013_SS1_SEM1_2024/5,E:WMJ29TJMAU,Meeting,50,26.0,Monday 15:00,1,17,0113_01_1.416,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10921,School of Neurological and Cardiovascular Sciences,BIME10011_SS1_SEM1_2024/5,E:DLHDKWAAGG-00001-00001,Tutorial,60,12.0,Monday 10:30,1,17,0113_00_G.202B,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10922,School of Neurological and Cardiovascular Sciences,NEBM11018_SS1_SEM1_2024/5,E:1OK5F2HIS4,Lecture,120,50.0,Wednesday 10:00,1,17,0208_00_G.8,Centrally Allocated Space,General Teaching,1 George Square (Neuroscience),Central
10933,School of Social and Political Science,ADHOC_SPS1_2024/5,E:IYDCMCQ3PI,Seminar,110,14.0,Tuesday 15:00,1,17,0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
10934,"School of Literatures, Languages and Cultures",ELCG07009_SV1_SEM1_2024/5,E:6LRXWX8ONG,Meeting,50,120.0,Wednesday 16:00,1,9,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
10936,School of Social and Political Science,PGSP11521_SV1_SEM1_2024/5,E:2QJRQA6X4X,Tutorial,50,15.0,Tuesday 09:00,1,17,0228_01_1.01,Centrally Allocated Space,General Teaching,40 George Square,Central
10941,School of Neurological and Cardiovascular Sciences,MSBM10011_SS1_YR_2024/5,E:KKGRGG3K53,Lecture,110,35.0,Wednesday 11:00,1,10,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
10942,School of Social and Political Science,STIS11005_SV1_SEM1_2024/5,E:F2Z781P533,Seminar,170,35.0,Wednesday 09:00,1,17,0335_00_G.13,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
10943,School of Social and Political Science,PGSP11521_SV1_SEM1_2024/5,E:U7N29KYLIJ,Tutorial,50,15.0,Tuesday 10:00,1,17,0227_02_2.14,Centrally Allocated Space,General Teaching,50 George Square,Central
10944,School of Social and Political Science,PLIT10133_SV1_SEM1_2024/5,E:XABVQATEGI,Tutorial,50,30.0,Tuesday 14:00,1,17,0311_02_2.05,Centrally Allocated Space,General Teaching,Geography (Old Infirmary),Central
10945,School of Social and Political Science,PLIT10036_SV1_SEM1_2024/5,E:XK5TZ2X9R1,Lecture,50,120.0,Tuesday 15:00,1,17,0228_-1_LG.09,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
10947,"School of Philosophy, Psychology and Language Sciences",PSYL10102_SS1_YR_2024/5,E:UYQK6W6WL5,Lecture,50,125.0,Wednesday 09:00,1,10,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
10950,School of Social and Political Science,"SCPL11017_SV1_SEM1_2024/5, SCPL10029_SV1_SEM1_2024/5",E:X7WGUQBCTG,Lecture,50,100.0,Tuesday 10:00,1,17,0335_00_G.01,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
10951,Business School,ACCN10009_SV1_SEM1_2024/5,E:U3SG3TO7XL,Oral Presentation,50,25.0,Wednesday 14:00,1,18,0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
10952,Business School,BUST08051_SV1_SEM1_2024/5,E:PLRD4XGVKK,Tutorial,110,16.0,Wednesday 11:00,1,18,0251_01_1.02,Centrally Allocated Space,General Teaching,21 Buccleuch Place,Central
10954,Business School,CMSE11655_SS1_SB2_2024/5,E:M3UJUESYLV,Q&A Session,110,100.0,Thursday 15:00,1,18,0131_04_4.07,Centrally Allocated Space,General Teaching,13-15 South College Street,Central
10955,Business School,BUST10135_SV1_SEM1_2024/5,E:C1ZX6NIJ6D,Q&A Session,50,54.0,Monday 09:00,1,18,0201_02_2.12,Centrally Allocated Space,General Teaching,Appleton Tower,Central
10956,Business School,BUST08028_SV1_SEM1_2024/5,E:YO7SGLKQV5,Tutorial,50,15.0,Wednesday 11:00,1,18,0103_01_1.B09,Centrally Allocated Space,General Teaching,Forresthill,Central
10957,Business School,CMSE11632_SS1_SEM1_2024/5,E:S7HJ9ON8IG,Workshop,240,70.0,Wednesday 13:00,1,18,0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
10960,Business School,ACCN10009_SV1_SEM1_2024/5,E:P2WCDLBWL3,Oral Presentation,50,25.0,Wednesday 13:00,1,18,0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
10963,Business School,BUST10115_SV1_SEM1_2024/5,E:5D6EY5UHL4,Oral Tutorial,180,60.0,Thursday 13:00,1,18,0226_-1_LG.18,Locally Allocated Space,General Teaching,Business School,Central
10964,Business School,CMSE11532_SS1_SB1_2024/5,E:FY214LMDRH,Q&A Session,180,55.0,Thursday 15:00,1,18,0226_-1_LG.11,Locally Allocated Space,General Teaching,Business School,Central
10965,Business School,CMSE11549_SS1_SEM1_2024/5,E:5LHUYPKCU1,Seminar,90,45.0,Tuesday 09:00,1,18,0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
10971,Business School,ACCN08009_SV1_SEM1_2024/5,E:KDUOU7DGUJ,Lecture,50,100.0,Thursday 10:00,1,18,0113_00_G.07,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10972,Business School,CMSE11632_SS1_SEM1_2024/5,E:QPXDEF7GA7,Lecture,110,85.0,Wednesday 10:00,1,18,0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
10974,Business School,ACCN10009_SV1_SEM1_2024/5,E:KFBKQOCRAM,Oral Presentation,50,25.0,Wednesday 16:00,1,18,0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
10976,Business School,BUST10149_SV1_SEM1_2024/5,E:7SA3WVFYLF,Computer Workshop,110,120.0,Monday 09:00,1,18,0001_01_1.264,Centrally Allocated Space,General Teaching,Old College,Central
10977,Business School,ACCN10009_SV1_SEM1_2024/5,E:HUEZIA3LOX,Oral Presentation,50,25.0,Wednesday 15:00,1,18,0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
10979,Business School,CMSE11632_SS1_SEM1_2024/5,E:FIXU2VHFX5,Q&A Session,50,85.0,Monday 13:00,1,18,0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
10981,Business School,CMSE11342_SS1_SEM1_2024/5,E:WG6WSVN7Q9,Q&A Session,50,90.0,Friday 14:00,1,18,0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
10983,Edinburgh College of Art,ARTX08059_SS1_SEM1_2024/5,E:MYTUP7LW5Y-00001,ECA Crit,230,10.0,Thursday 14:00,1,18,0422_J_J.05,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10984,Edinburgh College of Art,"DESI10053_SS1_YR_2024/5, DESI10052_SS1_SEM1_2024/5",E:VRFQHDU456,Lecture,50,10.0,Tuesday 12:00,1,18,0113_01_1.26,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
10997,Edinburgh College of Art,"DESI10053_SS1_YR_2024/5, DESI10052_SS1_SEM1_2024/5",E:9G1CQX3JMD,Lecture,50,10.0,Tuesday 15:00,1,18,0113_01_1.26,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11002,Edinburgh College of Art,ARCH08041_SS1_SEM1_2024/5,E:6P6A7MUKX8,Review,480,18.0,Friday 09:00,1,18,0008_00_G.251,Centrally Allocated Space,General Teaching,Minto House,Central
11004,Edinburgh College of Art,"DESI10053_SS1_YR_2024/5, DESI10052_SS1_SEM1_2024/5",E:1WPSRIYVFK,Lecture,50,10.0,Tuesday 15:00,1,18,0113_01M_01M.474,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11008,School of Social and Political Science,PLIT10036_SV1_SEM1_2024/5,E:VM8P6OEE6R,Lecture,50,120.0,Tuesday 15:00,1,10,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
11018,Edinburgh College of Art,"DESI10052_SS1_SEM1_2024/5, DESI10053_SS1_YR_2024/5",E:6P565FWCZE,Lecture,50,10.0,Tuesday 12:00,1,18,0113_01M_01M.474,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11027,Moray House School of Education and Sport,EDUA11404_SV1_SEM2_2024/5,E:FR624SFA7N,Lecture,110,40.0,Monday 16:00,2,"27, 30",0335_04_4.3,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
11029,Edinburgh College of Art,ARJA11002_SV1_SEM1_2024/5,E:VOW8YJ8B7X,Workshop,480,,Monday 09:00,1,18,0008_00_G.251,Centrally Allocated Space,General Teaching,Minto House,Central
11035,Edinburgh College of Art,ARTX10037_SS1_YR_2024/5,E:KEV42LHZOR,Tutorial,170,7.0,Friday 14:00,1,18,0422_J_J.05,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11041,Edinburgh College of Art,"DESI10053_SS1_YR_2024/5, DESI10052_SS1_SEM1_2024/5",E:GYATU8OFOY,Lecture,50,10.0,Tuesday 14:00,1,18,0113_01M_01M.474,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11046,Edinburgh College of Art,ARTX08059_SS1_SEM1_2024/5,E:ZL6QIVI67M-00001,ECA Crit,230,10.0,Thursday 14:00,1,18,0422_J_J.03,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11049,Edinburgh College of Art,"DESI10052_SS1_SEM1_2024/5, DESI10053_SS1_YR_2024/5",E:8ZUBWVQZGW,Lecture,50,10.0,Tuesday 13:00,1,18,0113_01M_01M.474,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11053,Edinburgh College of Art,"DESI10053_SS1_YR_2024/5, DESI10052_SS1_SEM1_2024/5",E:HPAARYYJDL,Lecture,50,10.0,Tuesday 13:00,1,18,0113_01_1.26,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11055,Edinburgh College of Art,"DESI10052_SS1_SEM1_2024/5, DESI10053_SS1_YR_2024/5",E:E2BF1IOROI,Lecture,50,10.0,Tuesday 14:00,1,18,0113_00_G.202B,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11058,Edinburgh College of Art,"DESI10052_SS1_SEM1_2024/5, DESI10053_SS1_YR_2024/5",E:BAQWN3ML1B,Lecture,50,10.0,Tuesday 15:00,1,18,0113_02M_02M.24,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11063,Edinburgh College of Art,ARCH11075_SS1_SEM1_2024/5,E:QPRL4QIUHL-00001,Review,540,25.0,Monday 09:00,1,18,0422_J_J.05,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11065,Edinburgh College of Art,ARTX10037_SS1_YR_2024/5,E:V6DZJ85X1E,Tutorial,170,7.0,Friday 14:00,1,18,0113_02M_02M.24,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11073,Edinburgh College of Art,ARTX10037_SS1_YR_2024/5,E:7L4A8SIJXA,Tutorial,170,7.0,Friday 14:00,1,18,0113_01M_01M.474,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11076,Moray House School of Education and Sport,REDU11046_SV1_SEM1_2024/5,E:2DOYDGMCCF,Discussion Workshop,80,20.0,Tuesday 13:00,6,"11, 12, 13, 14, 15, 16",0201_02_2.04,Centrally Allocated Space,General Teaching,Appleton Tower,Central
11080,Moray House School of Education and Sport,EDUA11385_SV1_SEM2_2024/5,E:YOJON1R37I,Workshop,120,22.0,Tuesday 10:00,2,"26, 27",0003_01_1.01,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
11081,Moray House School of Education and Sport,EDUA11329_SS1_SEM1_2024/5,E:MLIJMHK2HR-00004,Lecture,50,225.0,Wednesday 15:00,2,"9, 10",0229_01_1.B,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
11083,Edinburgh College of Art,ARTX10037_SS1_YR_2024/5,E:22QG5S2UVB,Tutorial,170,7.0,Friday 14:00,1,18,0422_J_J.03,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11101,Business School,BUST08052_SS1_SEM1_2024/5,E:HZ31Q8EASR,Tutorial,110,25.0,Thursday 13:00,1,11,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
11107,School of Social and Political Science,SCPL08012_SV1_SEM1_2024/5,E:SD6TY6GC8K,Lecture,50,110.0,Tuesday 15:00,1,11,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
11108,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:ALUA39JUWT,Tutorial,80,15.0,Tuesday 14:00,1,18,0103_01_1.B15,Centrally Allocated Space,General Teaching,Forresthill,Central
11118,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:YPRP1V6T9V,Tutorial,50,16.0,Thursday 11:00,1,18,0103_01_1.B09,Centrally Allocated Space,General Teaching,Forresthill,Central
11120,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:DO3OH95MZR,Tutorial,80,15.0,Friday 14:00,1,18,0335_03_3.1,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
11122,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:FYWL9C1Y58,Tutorial,80,14.0,Tuesday 14:00,1,18,0113_01M_01M.19,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
11130,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:Z1C7XUFV4C,Tutorial,80,15.0,Friday 14:00,1,18,0008_-1_B.154,Centrally Allocated Space,General Teaching,Minto House,Central
11138,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:HWW3LAAB44,Tutorial,90,15.0,Friday 15:30,1,18,0300_00_NG.03,Centrally Allocated Space,General Teaching,High School Yards Teaching Centre,Central
11150,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:NXR3IJ119V,Tutorial,80,15.0,Tuesday 14:00,1,18,0003_00_G.02,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
11157,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:YL76QKE9BF,Tutorial,90,15.0,Tuesday 15:30,1,18,0003_01_1.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
11168,Edinburgh Medical School,MBCH09021_SS1_YR_2024/5,E:6RN8FGZ7LU-00009,Lecture,50,288.0,Thursday 09:00,1,18,0229_01_1.A,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
11169,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:SEL7LRFW6K,Tutorial,90,15.0,Friday 15:30,1,18,0008_-1_B.154,Centrally Allocated Space,General Teaching,Minto House,Central
11182,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:5UBTLWRRI2,Tutorial,50,16.0,Thursday 11:00,1,18,0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
11187,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:O2LPL1S1NI,Tutorial,90,15.0,Tuesday 15:30,1,18,0103_01_1.B09,Centrally Allocated Space,General Teaching,Forresthill,Central
11191,Edinburgh Medical School,MBCH09021_SS1_YR_2024/5,E:6RN8FGZ7LU-00007,Lecture,50,320.0,Tuesday 09:00,1,18,0229_01_1.A,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
11201,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:SGGAV8IVOY-00002,Tutorial,50,16.0,Thursday 12:00,4,"10, 12, 16, 18",0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
11203,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:T4GFBIF1A9,Tutorial,90,15.0,Friday 15:30,1,18,0008_02_2.365,Centrally Allocated Space,General Teaching,Minto House,Central
11205,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:9KB4C5CBB6,Tutorial,80,15.0,Friday 14:00,1,18,0300_00_NG.04,Centrally Allocated Space,General Teaching,High School Yards Teaching Centre,Central
11207,School of Health in Social Science,CNST11014_SS1_FLEX_2024/5,E:JCAPNEMUC4-00006,Lecture,80,95.0,Tuesday 09:30,1,12,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
11211,Edinburgh Medical School,MBCH09021_SS1_YR_2024/5,E:6RN8FGZ7LU-00010,Lecture,50,320.0,Friday 09:00,1,18,0229_01_1.A,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
11219,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:I7UF4NSP84,Lecture,50,320.0,Thursday 15:00,1,18,0229_01_1.A,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
11221,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:RVYEAT2ITP,Tutorial,80,15.0,Tuesday 14:00,1,18,0103_01_1.B09,Centrally Allocated Space,General Teaching,Forresthill,Central
11229,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:W9PRMZMT19,Tutorial,90,15.0,Friday 15:30,1,18,0300_00_NG.04,Centrally Allocated Space,General Teaching,High School Yards Teaching Centre,Central
11232,Moray House School of Education and Sport,EDUA09005_SS1_SEM1_2024/5,E:96D45XYHH2,Lecture,110,20.0,Tuesday 13:00,3,"11, 12, 14",0201_02_2.11,Centrally Allocated Space,General Teaching,Appleton Tower,Central
11237,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:7FZNOYA4QP,Tutorial,80,15.0,Friday 14:00,1,18,0008_02_2.365,Centrally Allocated Space,General Teaching,Minto House,Central
11238,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:TNLTA1KWTX,Tutorial,90,15.0,Friday 15:30,1,18,0254_01_1.04,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
11240,Moray House School of Education and Sport,EDUA11257_SV1_SEM1_2024/5,E:E5DY97XN27,Lecture,50,250.0,Monday 09:00,7,"10, 11, 12, 13, 14, 15, 17",0227_00_G.03,Centrally Allocated Space,General Teaching,50 George Square,Central
11243,Moray House School of Education and Sport,EDUA11329_SS1_SEM1_2024/5,E:MLIJMHK2HR,Lecture,50,220.0,Wednesday 11:00,8,"9, 10, 11, 12, 13, 14, 15, 17",0227_00_G.03,Centrally Allocated Space,General Teaching,50 George Square,Central
11254,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:ZPANE8A66V,Tutorial,80,15.0,Tuesday 14:00,1,18,0003_01_1.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
11256,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:OQV9LNHRL4,Tutorial,80,14.0,Tuesday 14:00,1,18,0008_-1_B.152,Centrally Allocated Space,General Teaching,Minto House,Central
11258,School of Social and Political Science,PLIT10036_SV1_SEM1_2024/5,E:W26UKS2U5U,Lecture,50,120.0,Tuesday 15:00,1,13,0103_01_1.B00,Centrally Allocated Space,General Teaching,Forresthill,Central
11261,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:GK6X8CXUNS,Tutorial,90,15.0,Tuesday 15:30,1,18,0003_00_G.02,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
11265,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:TJL83YU9VL,Tutorial,90,15.0,Friday 15:30,1,18,0335_03_3.1,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
11282,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:R8NUSPYZ42,Tutorial,80,15.0,Friday 14:00,1,18,0254_01_1.04,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
11287,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:36QV12LTX4,Tutorial,90,15.0,Tuesday 15:30,1,18,0103_01_1.B15,Centrally Allocated Space,General Teaching,Forresthill,Central
11289,Edinburgh Medical School,MBCH08013_SS1_YR_2024/5,E:5QQNBUV2EA,Tutorial,90,14.0,Tuesday 15:30,1,18,0008_-1_B.152,Centrally Allocated Space,General Teaching,Minto House,Central
